tenant_id,member_id,membership_number,nic,name_with_initials,full_name,date_of_birth,gender,marital_status,address,contact_number,is_member,registered_branch_id,status,created_at,age_category
1,d7c235f3-1607-4069-be32-f7164bd79c20,M-3-1015,199783261X,A. B. Member 3-15,Full Name Member 3-15,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,0920ce86-8c08-48e6-9b25-41b3439836ce,M-3-1016,199901271X,A. B. Member 3-16,Full Name Member 3-16,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,38b52db8-194a-4fed-9310-2573740c231b,M-3-1017,199392506X,A. B. Member 3-17,Full Name Member 3-17,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,6cdb91b4-917b-474a-a3cb-62f3262f456f,M-3-1018,199745342X,A. B. Member 3-18,Full Name Member 3-18,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,af5d9ce0-f830-4c22-bcf9-683475a15cc2,M-3-1019,199367561X,A. B. Member 3-19,Full Name Member 3-19,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,538e4247-3721-4a3e-bfdc-d0871377f70b,M-3-1020,199931160X,A. B. Member 3-20,Full Name Member 3-20,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,ed288003-10ee-4423-8339-618c48be806b,M-3-1021,199351487X,A. B. Member 3-21,Full Name Member 3-21,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,0d7a917f-5b8b-430b-a39b-9ef4c0be21c3,M-3-1022,199631689X,A. B. Member 3-22,Full Name Member 3-22,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,8d283aee-fa87-4316-a820-5b47c31f4c38,M-3-1023,199150736X,A. B. Member 3-23,Full Name Member 3-23,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,94fada3d-31ab-45ee-974c-ed14e162c899,M-3-1024,199825053X,A. B. Member 3-24,Full Name Member 3-24,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,da449509-ba9a-46ea-9ae9-43d81538d791,M-3-1025,199591414X,A. B. Member 3-25,Full Name Member 3-25,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,89484fb9-7af7-40d7-8e92-afcea9e58452,M-3-1026,199656142X,A. B. Member 3-26,Full Name Member 3-26,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,c6ecaf4b-d2b4-4b76-8279-879bb5f0a430,M-3-1027,199608530X,A. B. Member 3-27,Full Name Member 3-27,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,0c751efb-2ed1-45e2-9741-c558dc69322e,M-3-1028,199968782X,A. B. Member 3-28,Full Name Member 3-28,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,8d0d9fa7-bfad-4c81-a602-f1be15462b85,M-3-1029,199706839X,A. B. Member 3-29,Full Name Member 3-29,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,9c897c7c-8d17-4f44-b38a-cc151b6852a1,M-3-1030,199430352X,A. B. Member 3-30,Full Name Member 3-30,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,3d5c0add-c32b-4aa3-a2b6-7ff55b476dc7,M-3-1031,199816446X,A. B. Member 3-31,Full Name Member 3-31,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,ba254fc2-b279-4bd5-a81d-21d755d2d5a3,M-3-1032,199273764X,A. B. Member 3-32,Full Name Member 3-32,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,6798276d-437f-4738-b1e3-1012bcdb8eed,M-3-1033,199979165X,A. B. Member 3-33,Full Name Member 3-33,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,31bd226f-ab1a-4947-b56a-f70ade6bc215,M-3-1034,199378475X,A. B. Member 3-34,Full Name Member 3-34,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,b6247a7d-3e81-4c3a-86d1-e3091071dc20,M-3-1035,199590365X,A. B. Member 3-35,Full Name Member 3-35,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,b3cc56ba-d192-4e01-9cda-b1b6a1c774f2,M-3-1036,199723173X,A. B. Member 3-36,Full Name Member 3-36,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,15c7f355-2f9b-4ad8-bbd6-c89165521383,M-3-1037,199827224X,A. B. Member 3-37,Full Name Member 3-37,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,f82f15cf-fba4-4f91-a20f-71ece05b99c6,M-3-1038,199150007X,A. B. Member 3-38,Full Name Member 3-38,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,d2a66f58-fba7-48d3-bfdc-51412f90b041,M-3-1039,199835058X,A. B. Member 3-39,Full Name Member 3-39,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,ee933d00-a711-4d56-9f12-466354b61b5b,M-3-1040,199961569X,A. B. Member 3-40,Full Name Member 3-40,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,524e4bc0-42f1-4584-91c7-52115f5dc234,M-3-1041,199274954X,A. B. Member 3-41,Full Name Member 3-41,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,916f0bae-9e31-49a1-ad74-5546afb42196,M-3-1042,199675850X,A. B. Member 3-42,Full Name Member 3-42,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,74208e5f-94ff-47f0-995c-2c9cfd238c33,M-3-1043,199789121X,A. B. Member 3-43,Full Name Member 3-43,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,e693d68d-9dc7-40cf-ac4b-9dc59ab74fb1,M-3-1044,199223596X,A. B. Member 3-44,Full Name Member 3-44,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,328e07a3-15a7-455f-8638-94c0fbb12cfb,M-3-1045,199815469X,A. B. Member 3-45,Full Name Member 3-45,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,df2217f0-6ae5-4ac8-8add-7f156a6a8ec1,M-3-1046,199913332X,A. B. Member 3-46,Full Name Member 3-46,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,02f6a91c-b7f4-41ee-893f-7d7bb0dcb286,M-3-1047,199584751X,A. B. Member 3-47,Full Name Member 3-47,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,a92293e4-fa99-4cc2-8a7e-e5b437ccb750,M-3-1048,199171971X,A. B. Member 3-48,Full Name Member 3-48,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,38764185-1df5-47c4-8b54-ec8dd2ae90e0,M-3-1049,199158837X,A. B. Member 3-49,Full Name Member 3-49,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
1,3619ee92-49a3-4a29-aec3-c5d4796935d2,M-3-1050,199494315X,A. B. Member 3-50,Full Name Member 3-50,1990-01-01,MALE,UNMARRIED,Test Address,0770000000,true,3,ACTIVE,2026-07-13 00:00:00,ADULT
